claim_id,qkey,value,unit,category,stance,file,line,quoted_context
R1-704,son_miss_rate_pct,95.2%,SON miss rate (1K analysis),deterministic,quotes-paper,F3,169,"""The same cascade effect that caused SON to miss 95.2% of patterns in the 1K analysis could be active here"""
R1-705,alg_local_min_count_rule,global/4,local_min_count formula,method-parameter,asserts-own,F3,169,"""(local_min_count = global/4 = exact proportional split)"""
R1-706,meta_review_f3_severity_minor4,4/10,severity (m4),external-fact,asserts-own,F3,173,"""m4. Feature vocabulary expansion justification missing [Severity: 4/10]"""
R1-707,vocab_items_frequent,"1,002",features,deterministic,quotes-paper,F3,175,"""The jump from 1,002 to 34,920 is not a round number and is not motivated in any documentation."""
R1-708,vocab_v35k_items,"34,920",features,deterministic,asserts-own,F3,175,"""The jump from 1,002 to 34,920 is not a round number"""
R1-709,ext_go_protein_binding_prevalence_pct,~60%,of all proteins annotated GO:0005515 protein binding,external-fact,asserts-own,F3,177,"""GO:0005515 protein binding which annotates ~60% of all proteins and creates millions of trivial co-occurrences"""
R1-710,misc_go_protein_binding_trivial_cooccurrences,millions,trivial co-occurrences,deterministic,asserts-own,F3,177,"""annotates ~60% of all proteins and creates millions of trivial co-occurrences"""
R1-711,misc_v35k_hypothetical_median_feature_frequency,<2x min_count,median feature frequency (hypothetical),deterministic,asserts-own,F3,179,"""If median frequency < 2x min_count, most features are barely above the noise floor."""
R1-712,son_speedup,21.4x,speedup (1K SON comparison),hardware-dependent,quotes-paper,F3,181,"""m5. The '21.4x speedup' from v1 is now secondary [Severity: 2/10, reduced from 4/10]"""
R1-713,meta_review_f3_severity_minor5,2/10,"severity (m5, current)",external-fact,asserts-own,F3,181,"""[Severity: 2/10, reduced from 4/10]"""
R1-714,meta_review_f3_severity_minor5_v1,4/10,"severity (m5, v1)",external-fact,asserts-own,F3,181,"""[Severity: 2/10, reduced from 4/10]"""
R1-715,son_speedup,21.4x,speedup,hardware-dependent,quotes-paper,F3,183,"""The 1K SON comparison (21.4x speedup, 95.2% miss rate) is now secondary to the 35K result"""
R1-716,son_miss_rate_pct,95.2%,SON miss rate,deterministic,quotes-paper,F3,183,"""The 1K SON comparison (21.4x speedup, 95.2% miss rate)"""
R1-717,meta_review_f3_severity_minor6,3/10,severity (m6),external-fact,asserts-own,F3,185,"""m6. The 'bell curve' terminology [RETAINED from v1, severity 3/10]"""
R1-718,kdist_v35k_peak_k,7,K (35K distribution peak),deterministic,asserts-own,F3,187,"""The 35K K-distribution peaks at K=7 (64,400 itemsets) and has a different shape than the 1K distribution (peak at K=9)"""
R1-719,kdist_v35k_k7_count,"64,400",itemsets at K=7 (35K),deterministic,asserts-own,F3,187,"""The 35K K-distribution peaks at K=7 (64,400 itemsets)"""
R1-720,kdist_opus_peak_k,9,K (1K distribution peak),deterministic,quotes-paper,F3,187,"""a different shape than the 1K distribution (peak at K=9)"""
R1-721,meta_review_f3_severity_minor7,3/10,severity (m7),external-fact,asserts-own,F3,189,"""m7. Intermediate biological discoveries lack quantitative validation [RETAINED from v1, severity 3/10]"""
R1-722,pattern_k17_support,~611,proteins (approximate count),deterministic,quotes-paper,F3,191,"""The approximate protein counts ('~611 proteins,' '~11,000 proteins') should be exact."""
R1-723,pattern_k13_support,"~11,000",proteins (approximate count),deterministic,quotes-paper,F3,191,"""The approximate protein counts ('~611 proteins,' '~11,000 proteins') should be exact."""
R1-724,meta_review_f3_severity_minor8,4/10,severity (m8),external-fact,asserts-own,F3,193,"""m8. No closed/maximal itemset analysis [RETAINED from v1, severity 4/10]"""
R1-725,run_v35k_itemsets,606K,"itemsets (35K, likely redundant)",deterministic,asserts-own,F3,195,"""The 606K itemsets at 35K features likely include massive redundancy."""
R1-726,meta_review_f3_severity_minor9,3/10,severity (m9),external-fact,asserts-own,F3,197,"""m9. Title claims 'AlphaFold Scale' but mines annotations [RETAINED from v1, severity 3/10]"""
R1-727,meta_review_f3_severity_minor10,2/10,severity (m10),external-fact,asserts-own,F3,201,"""m10. No comparison with cuML/RAPIDS [RETAINED from v1, severity 2/10]"""
R1-728,meta_review_f3_severity_minor11,3/10,"severity (m11, current)",external-fact,asserts-own,F3,205,"""m11. Multi-GPU claims are now substantiated but incompletely [Severity: 3/10, improved from 5/10]"""
R1-729,meta_review_f3_severity_minor11_v1,5/10,"severity (m11, v1)",external-fact,asserts-own,F3,205,"""[Severity: 3/10, improved from 5/10]"""
R1-730,run_v35k_n_gpus,4xH200,GPUs (35K results),hardware-dependent,asserts-own,F3,207,"""The 35K results use 4xH200 GPUs, providing the first multi-GPU evidence."""
R1-731,run_v35k_bitvec_build_time_s,8.9-12.9,s (bitvector build time across runs),hardware-dependent,asserts-own,F3,207,"""The bitvector build time (8.9-12.9s across runs) and per-level times are reported, but speedup vs 1 GPU is not."""
R1-732,hw_gpu_count,1,GPU (baseline missing),hardware-dependent,requests,F3,207,"""but speedup vs 1 GPU is not"""
R1-733,meta_review_f3_severity_minor12,4/10,severity (m12),external-fact,asserts-own,F3,209,"""m12. Runtime comparison across scales is inconsistent [Severity: 4/10]"""
R1-734,vocab_items_frequent,"1,002",features (1K Opus row),deterministic,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-735,dataset_multi_feature,76.9M,transactions (1K Opus row),deterministic,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-736,run_opus_support_pct,0.00001%,threshold (1K Opus row),method-parameter,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-737,run_opus_min_count,8,min_count (1K Opus row),method-parameter,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-738,hw_gpu_model,1xH100,GPUs (1K Opus row),hardware-dependent,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-739,run_opus_time_min,7.3,min (1K Opus row),hardware-dependent,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-740,run_opus_itemsets,26.8M,itemsets (1K Opus row),deterministic,quotes-paper,F3,213,"table row ""1K Opus / 1,002 / 76.9M / 0.00001% (8) / 1xH100 / 7.3 min / 26.8M"""
R1-741,vocab_v35k_items,"34,920",features (35K Base row),deterministic,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-742,run_v35k_n_transactions,109.2M,transactions (35K Base row),deterministic,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-743,run_v35k_support_pct,0.001%,threshold (35K Base row),method-parameter,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-744,run_v35k_min_count,"1,093",min_count (35K Base row),method-parameter,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-745,run_v35k_n_gpus,4xH200,GPUs (35K Base row),hardware-dependent,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-746,run_v35k_time_min,10.9,min (35K Base row),hardware-dependent,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-747,run_v35k_itemsets,606K,itemsets (35K Base row),deterministic,asserts-own,F3,214,"table row ""35K Base / 34,920 / 109.2M / 0.001% (1,093) / 4xH200 / 10.9 min / 606K"""
R1-748,run_v35k_vs_opus_gpu_ratio,4x,more GPUs (35K vs 1K),hardware-dependent,asserts-own,F3,216,"""The 35K run uses 4x more GPUs, 100x higher threshold, and still takes 50% longer."""
R1-749,run_v35k_vs_opus_support_ratio,100x,higher threshold (35K vs 1K),method-parameter,asserts-own,F3,216,"""The 35K run uses 4x more GPUs, 100x higher threshold, and still takes 50% longer."""
R1-750,run_v35k_vs_opus_time_ratio,50%,longer runtime (35K vs 1K),hardware-dependent,asserts-own,F3,216,"""and still takes 50% longer"""
R1-751,vocab_v35k_expansion_ratio,35x,more features / larger bitvectors,deterministic,asserts-own,F3,216,"""This is expected (35x more features = 35x larger bitvectors = memory-bandwidth bound)"""
R1-752,mem_v35k_bitvec_per_gpu_gb,~119,GB bitvector matrix per GPU (35K),deterministic,asserts-own,F3,224,"""The 35K bitvector matrix is ~119 GB per GPU (line 3 of power_test logs), requiring 4-GPU row-splitting."""
R1-753,run_v35k_n_gpus,4,GPUs (row-splitting required),hardware-dependent,asserts-own,F3,224,"""requiring 4-GPU row-splitting"""
R1-754,kdist_opus_peak_k,9,"K (peak, 1K)",deterministic,quotes-paper,F3,228,"""The peak shifting from K=9 (1K) to K=7 (35K) with a characteristic unimodal shape in both cases"""
R1-755,kdist_v35k_peak_k,7,"K (peak, 35K)",deterministic,asserts-own,F3,228,"""The peak shifting from K=9 (1K) to K=7 (35K)"""
R1-756,meta_review_f3_vocab_scales,2 (two),vocabulary scales demonstrated,external-fact,asserts-own,F3,236,"""demonstrated at two vocabulary scales (1K and 35K) and two hardware configurations (1xH100 and 4xH200)"""
R1-757,meta_review_f3_hardware_configs,2 (two),"hardware configurations (1xH100, 4xH200)",hardware-dependent,asserts-own,F3,236,"""two hardware configurations (1xH100 and 4xH200)"""
R1-758,run_v35k_wave3_support_pct,0.1%,support (wave 3),method-parameter,asserts-own,F3,236,"""mining at 0.1% support can discover tens of millions of itemsets at 35K features"""
R1-759,run_v35k_wave3_itemsets_projected,tens of millions,itemsets (wave 3 projection),deterministic,asserts-own,F3,236,"""mining at 0.1% support can discover tens of millions of itemsets at 35K features, though this run is incomplete"""
R1-760,mem_v35k_son_bitvec_gb,175,GB (SON bitvec),deterministic,asserts-own,F3,240,"""The 175 GB bitvec calculation (40M chunk x 35K features) is straightforward and verifiable."""
R1-761,run_v35k_son_chunk_size,40M,chunk (SON),method-parameter,asserts-own,F3,240,"""The 175 GB bitvec calculation (40M chunk x 35K features)"""
R1-762,run_v35k_itemsets_cv_pct,0.0046%,CV (triplicate),deterministic,asserts-own,F3,244,"""The 35K direct GPU runs demonstrate excellent reproducibility (CV=0.0046%)."""
R1-763,null_permutations,5,perms (1K null),method-parameter,quotes-paper,F3,248,"""Both the 1K (5 perms) and 35K (2 perms) null models show the same qualitative pattern"""
R1-764,run_v35k_null_permutations,2,perms (35K null),method-parameter,asserts-own,F3,248,"""Both the 1K (5 perms) and 35K (2 perms) null models show the same qualitative pattern"""
R1-765,null_depleted_k,2,K (depleted in both nulls),deterministic,asserts-own,F3,248,"""depleted K=2, enriched K>=3 (35K) or K>=4 (1K), null collapse well before the biological K_max"""
R1-766,run_v35k_null_enriched_from_k,>=3,"K (enriched, 35K)",deterministic,asserts-own,F3,248,"""enriched K>=3 (35K) or K>=4 (1K)"""
R1-767,null_enriched_from_k,>=4,"K (enriched, 1K)",deterministic,quotes-paper,F3,248,"""enriched K>=3 (35K) or K>=4 (1K)"""
R1-768,null_perms_for_p001,100+,null-model permutations (both scales),method-parameter,requests,F3,258,"""R1. Run 100+ null model permutations at BOTH scales [CRITICAL]"""
R1-769,run_v35k_null_perms_requested,100,perms (35K),method-parameter,requests,F3,262,"""35K features: 100 perms x ~655s / 4 GPUs = ~4.5 hours. 200 perms = ~9 hours."""
R1-770,run_v35k_null_per_perm_time_s,~655,s per perm (35K),hardware-dependent,asserts-own,F3,262,"""35K features: 100 perms x ~655s / 4 GPUs = ~4.5 hours."""
R1-771,run_v35k_n_gpus,4,GPUs,hardware-dependent,asserts-own,F3,262,"""100 perms x ~655s / 4 GPUs = ~4.5 hours"""
R1-772,cost_null_100perm_v35k_hours,~4.5,"hours (100 perms, 35K)",hardware-dependent,asserts-own,F3,262,"""100 perms x ~655s / 4 GPUs = ~4.5 hours"""
R1-773,run_v35k_null_perms_requested,200,perms (35K),method-parameter,requests,F3,262,"""200 perms = ~9 hours"""
R1-774,cost_null_200perm_v35k_hours,~9,"hours (200 perms, 35K)",hardware-dependent,asserts-own,F3,262,"""200 perms = ~9 hours"""
R1-775,null_perms_for_p001,100,perms (1K),method-parameter,requests,F3,263,"""1K features: 100 perms x ~86s / 1 GPU = ~2.4 hours."""
R1-776,null_per_perm_time_s,~86,s per perm (1K),hardware-dependent,asserts-own,F3,263,"""1K features: 100 perms x ~86s / 1 GPU = ~2.4 hours."""
R1-777,hw_gpu_count,1,GPU (1K null),hardware-dependent,asserts-own,F3,263,"""100 perms x ~86s / 1 GPU = ~2.4 hours"""
R1-778,cost_null_100perm_1k_hours,~2.4,"hours (100 perms, 1K)",hardware-dependent,asserts-own,F3,263,"""100 perms x ~86s / 1 GPU = ~2.4 hours"""
R1-779,cost_null_perms_cloud_usd,~$50-100,USD (cloud H200 cost for permutations),hardware-dependent,asserts-own,F3,267,"""Estimated cost: ~$50-100 on cloud H200 instances. Trivial for a Nature Methods submission."""
R1-780,run_opus_min_count,8,min_count (controlled 35K run),method-parameter,requests,F3,271,"""Run 35K features at min_count=8 on a single GPU (if ~119 GB fits on H200) or the smallest feasible threshold."""
R1-781,hw_gpu_count,1 (single),GPU,hardware-dependent,requests,F3,271,"""Run 35K features at min_count=8 on a single GPU"""
R1-782,mem_v35k_bitvec_per_gpu_gb,~119,GB (bitvector to fit on H200),deterministic,asserts-own,F3,271,"""(if ~119 GB fits on H200)"""
R1-783,misc_v35k_minc8_hypothetical_kmax,~17,K_max (if unchanged at low threshold),deterministic,asserts-own,F3,271,"""If K_max stays at ~17 even at low threshold, the drop is due to feature dilution or GO hierarchy effects"""
R1-784,misc_v35k_minc8_hypothetical_kmax,22,K_max (if it rises toward),deterministic,asserts-own,F3,271,"""If K_max rises toward 22, the drop is purely a threshold effect"""
R1-785,run_v35k_wave3_support_pct,0.1%,support (wave 3),method-parameter,asserts-own,F3,279,"""The wave 3 partial shows the 35K feature set at 0.1% support producing millions of itemsets per K-level."""
R1-786,run_v35k_wave3_itemsets_per_level,millions,itemsets per K-level,deterministic,asserts-own,F3,279,"""producing millions of itemsets per K-level"""
R1-787,run_v35k_support_pct,0.001%,support (power test),method-parameter,asserts-own,F3,279,"""lower thresholds (0.001%) produce 900K+ frequent pairs and 17M+ K=4 itemsets"""
R1-788,kdist_v35k_power_k2_count,900K+,frequent pairs (0.001%),deterministic,asserts-own,F3,279,"""lower thresholds (0.001%) produce 900K+ frequent pairs and 17M+ K=4 itemsets"""
R1-789,kdist_v35k_power_k4_count,17M+,K=4 itemsets (0.001%),deterministic,asserts-own,F3,279,"""produce 900K+ frequent pairs and 17M+ K=4 itemsets"""
R1-790,run_v35k_n_gpus,4xH200,GPUs (feasibility),hardware-dependent,asserts-own,F3,279,"""suggesting the full campaign at low support may be computationally infeasible on 4xH200"""
R1-791,k22_support,8,K=22 proteins to name (heading),deterministic,requests,F3,281,"""R5. Name the 8 K=22 proteins [HIGH PRIORITY, from v1]"""
R1-792,run_opus_kmax,22,K (heading),deterministic,quotes-paper,F3,281,"""R5. Name the 8 K=22 proteins [HIGH PRIORITY, from v1]"""
R1-793,k22_support,8,K=22 proteins (to name),deterministic,requests,F3,283,"""R5. Name the 8 K=22 proteins [HIGH PRIORITY, from v1] ... Resolve the 8-vs-3 discrepancy."""
R1-794,run_opus_kmax,22,K,deterministic,quotes-paper,F3,283,"""R5. Name the 8 K=22 proteins"""
R1-795,k22_script_identified_proteins,8-vs-3,K=22 protein count discrepancy,deterministic,disputes,F3,283,"""Cross-reference with UniProt. Resolve the 8-vs-3 discrepancy."""
R1-796,run_v35k_itemsets,606K,"itemsets (raw, 35K)",deterministic,asserts-own,F3,287,"""The 606K number may collapse to 50K-100K closed itemsets."""
R1-797,run_v35k_closed_itemsets,50K-100K,closed itemsets (projected),deterministic,asserts-own,F3,287,"""The 606K number may collapse to 50K-100K closed itemsets."""
R1-798,run_v35k_wave3_k2_local_prune_pct,42%,K=2 candidates pruned by locally-frequent union,deterministic,asserts-own,F3,291,"""The locally-frequent union step prunes 42% of K=2 candidates -- what is the analogous pruning at K>=5?"""
R1-799,misc_f3_prune_analysis_k,>=5,K (pruning analysis requested),deterministic,requests,F3,291,"""what is the analogous pruning at K>=5?"""
R1-800,run_v35k_n_transactions,109M,transactions (35K),deterministic,asserts-own,F3,299,"""The 109M transactions (35K features) vs 76.9M (1K features) difference suggests the 35K vocabulary includes more organisms."""
R1-801,dataset_multi_feature,76.9M,transactions (1K),deterministic,quotes-paper,F3,299,"""The 109M transactions (35K features) vs 76.9M (1K features) difference"""
R1-802,vocab_items_frequent,"1,002",original features,deterministic,quotes-paper,F3,309,"""Are the 1,002 original features a subset of the 34,920?"""
R1-803,vocab_v35k_items,"34,920",features (35K),deterministic,asserts-own,F3,309,"""Are the 1,002 original features a subset of the 34,920?"""
R1-804,meta_review_f3_vocab_scales,2 (Two),data points (vocabulary scales),external-fact,asserts-own,F3,313,"""Two data points (1K: peak=9, K_max=22; 35K: peak=7, K_max=17) suggest an inverse relationship"""
R1-805,kdist_opus_peak_k,9,K peak (1K),deterministic,quotes-paper,F3,313,"""(1K: peak=9, K_max=22; 35K: peak=7, K_max=17)"""
R1-806,run_opus_kmax,22,K_max (1K),deterministic,quotes-paper,F3,313,"""(1K: peak=9, K_max=22; 35K: peak=7, K_max=17)"""
R1-807,kdist_v35k_peak_k,7,K peak (35K),deterministic,asserts-own,F3,313,"""(1K: peak=9, K_max=22; 35K: peak=7, K_max=17)"""
R1-808,run_v35k_kmax,17,K_max (35K),deterministic,asserts-own,F3,313,"""(1K: peak=9, K_max=22; 35K: peak=7, K_max=17)"""
R1-809,null_kmax,6,"null K_max (1K, 5 perms)",deterministic,quotes-paper,F3,317,"""The null K_max is 6 (1K, 5 perms) vs 5 (35K, 2 perms)."""
R1-810,null_permutations,5,perms (1K),method-parameter,quotes-paper,F3,317,"""The null K_max is 6 (1K, 5 perms) vs 5 (35K, 2 perms)."""
R1-811,run_v35k_null_kmax,5,"null K_max (35K, 2 perms)",deterministic,asserts-own,F3,317,"""The null K_max is 6 (1K, 5 perms) vs 5 (35K, 2 perms)."""
R1-812,run_v35k_null_permutations,2,perms (35K),method-parameter,asserts-own,F3,317,"""The null K_max is 6 (1K, 5 perms) vs 5 (35K, 2 perms)."""
R1-813,null_kmax_bio_ratio,~3.5x,biological/null K_max ratio (1K: 6->22),deterministic,asserts-own,F3,317,"""If the null-to-biological K_max ratio is approximately constant (~3.5x for 1K: 6->22; ~3.4x for 35K: 5->17)"""
R1-814,null_v35k2perm_kmax_bio_ratio,~3.4x,biological/null K_max ratio (35K: 5->17),deterministic,asserts-own,F3,317,"""(~3.5x for 1K: 6->22; ~3.4x for 35K: 5->17)"""
R1-815,dataset_multi_feature,76.9M,transactions (1K run),deterministic,quotes-paper,F3,321,"""The 1K run processes 76.9M transactions x 1,002 features in 7.3 min on 1xH100."""
R1-816,vocab_items_frequent,"1,002",features (1K run),deterministic,quotes-paper,F3,321,"""The 1K run processes 76.9M transactions x 1,002 features in 7.3 min on 1xH100."""
R1-817,run_opus_time_min,7.3,min (1K run),hardware-dependent,quotes-paper,F3,321,"""The 1K run processes 76.9M transactions x 1,002 features in 7.3 min on 1xH100."""
R1-818,hw_gpu_model,1xH100,GPUs (1K run),hardware-dependent,quotes-paper,F3,321,"""in 7.3 min on 1xH100"""
R1-819,run_v35k_n_transactions,109M,transactions (35K run),deterministic,asserts-own,F3,321,"""The 35K run processes 109M transactions x 34,920 features in 10.9 min on 4xH200."""
R1-820,vocab_v35k_items,"34,920",features (35K run),deterministic,asserts-own,F3,321,"""The 35K run processes 109M transactions x 34,920 features in 10.9 min on 4xH200."""
R1-821,run_v35k_time_min,10.9,min (35K run),hardware-dependent,asserts-own,F3,321,"""The 35K run processes 109M transactions x 34,920 features in 10.9 min on 4xH200."""
R1-822,run_v35k_n_gpus,4xH200,GPUs (35K run),hardware-dependent,asserts-own,F3,321,"""in 10.9 min on 4xH200"""
R1-823,run_v35k_vs_opus_throughput_ratio,~50x,more feature-transaction-products per GPU-second (35K vs 1K),hardware-dependent,asserts-own,F3,321,"""Normalized: the 35K run achieves ~50x more feature-transaction-products per GPU-second"""
R1-824,run_v35k_null_permutations,2,"permutations (35K null, 'new concern')",method-parameter,asserts-own,F3,327,"""while creating new ones (K-max drop explanation, 2-perm null model, incomplete campaigns, multi-GPU approximation error)"""
R1-825,null_permutations,5,"perms (1K null, 'weak')",method-parameter,quotes-paper,F3,329,"""the null model has regressed from weak (5 perms) to indefensible (2 perms)"""
R1-826,run_v35k_null_permutations,2,"perms (35K null, 'indefensible')",method-parameter,asserts-own,F3,329,"""the null model has regressed from weak (5 perms) to indefensible (2 perms)"""
R1-827,null_perms_for_p001,100+,permutations (condition for minor revision),method-parameter,requests,F3,333,"""If the authors run 100+ permutations and explain the K-max drop, the paper moves from 'major revision' to 'minor revision.'"""
R1-828,meta_review_f3_severity_major1,9/10,"severity (M1, summary table)",external-fact,asserts-own,F3,341,"severity table ""M1: Null model permutation count (now n=2) / 9/10 / ESCALATED"""
R1-829,run_v35k_null_permutations,n=2,permutations (35K null),method-parameter,asserts-own,F3,341,"severity table ""M1: Null model permutation count (now n=2)"""
R1-830,meta_review_f3_severity_major2,7/10,"severity (M2, summary table)",external-fact,asserts-own,F3,342,"severity table ""M2: GO hierarchy inflation unquantified / 7/10"""
R1-831,meta_review_f3_severity_major3,5/10,"severity (M3, summary table)",external-fact,asserts-own,F3,343,"severity table ""M3: SON comparison framing / 5/10"""
R1-832,meta_review_f3_severity_major4,8/10,"severity (M4, summary table)",external-fact,asserts-own,F3,344,"severity table ""M4: K-max drop unexplained (NEW) / 8/10"""
R1-833,meta_review_f3_severity_major5,7/10,"severity (M5, summary table)",external-fact,asserts-own,F3,345,"severity table ""M5: 8 vs 3 K=22 proteins / 7/10 / Unchanged"""
R1-834,k22_script_identified_proteins,8 vs 3,K=22 proteins (summary table),deterministic,disputes,F3,345,"severity table ""M5: 8 vs 3 K=22 proteins / 7/10 / Unchanged"""
R1-835,meta_review_f3_severity_major6,6/10,"severity (M6, summary table)",external-fact,asserts-own,F3,346,"severity table ""M6: Wave 3 incomplete (NEW) / 6/10"""
